@relation NumericData

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric

@data
0,31,0,2,1,0,0
4,9,0,1,0,2,0
4,31,0,0,1,2,0
0,31,2,0,0,1,0
4,7,0,0,1,0,0
0,5,0,1,1,1,1
0,6,0,2,1,2,0
0,6,0,2,1,2,0
1,4,0,0,1,1,0
0,1,0,1,1,2,0
0,1,0,0,1,0,0
0,0,0,2,2,0,0
0,9,0,4,2,1,0
0,6,0,2,1,2,0
0,36,0,1,1,1,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
0,36,0,1,1,0,0
0,37,0,2,1,2,0
0,6,0,2,1,0,0
0,15,0,0,1,1,0
4,15,0,0,1,0,0
0,38,0,2,2,1,0
0,10,0,2,0,2,0
5,4,2,0,1,1,0
0,11,0,2,2,0,0
0,6,0,2,1,0,0
0,6,0,2,1,1,0
0,6,0,2,1,2,0
0,0,0,1,0,0,0
0,6,0,2,1,2,0
3,2,0,0,1,2,0
0,39,0,2,2,2,1
0,6,0,2,1,1,0
0,25,0,1,1,0,0
0,10,4,1,1,1,0
0,25,0,1,1,1,0
0,25,0,1,1,1,0
0,10,0,2,0,0,0
0,0,0,2,0,2,0
0,6,0,2,1,2,0
0,6,0,2,1,0,0
0,10,3,1,1,1,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,2,0,2,2,2,0
0,28,0,4,2,0,0
0,6,0,2,1,2,0
4,11,0,1,0,2,0
3,17,0,0,0,0,0
0,2,0,4,1,0,0
0,1,0,2,1,1,0
0,6,0,2,1,2,0
0,3,0,4,1,0,0
0,10,0,4,2,1,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,8,0,2,0,1,1
4,17,0,4,1,1,0
0,7,0,2,2,1,0
0,40,0,0,0,0,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,1,0,2,0,2,0
0,6,0,2,1,2,0
0,41,0,2,0,2,0
3,7,0,2,0,2,0
3,42,0,2,1,2,0
0,8,1,2,2,0,0
0,43,0,0,1,2,0
5,5,0,2,2,0,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
1,21,3,4,1,2,0
0,6,0,2,1,0,0
0,44,0,2,2,0,0
0,7,2,1,1,2,0
0,2,0,1,0,1,0
0,10,0,2,0,0,0
0,7,0,1,1,2,0
0,1,0,2,0,2,0
0,11,0,4,0,1,0
0,45,0,4,1,0,0
0,46,0,2,3,2,0
0,1,0,0,1,0,0
0,13,0,2,2,0,0
1,4,0,2,1,0,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,1,0,0,1,1,0
0,1,0,0,1,2,0
0,6,0,2,1,0,0
0,1,0,1,0,1,2
0,8,0,2,0,2,1
0,13,0,1,1,0,0
0,6,0,2,1,0,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
3,8,0,2,0,1,0
0,1,1,1,0,2,0
0,1,0,2,1,2,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
0,6,0,2,1,2,0
0,10,3,2,1,2,0
0,6,0,2,1,0,0
0,5,0,4,1,2,2
0,6,0,2,1,0,0
0,5,2,2,0,0,0
4,17,0,1,1,1,0
0,20,0,2,0,0,1
0,6,0,2,1,1,0
0,20,0,2,0,0,1
0,20,0,2,1,0,1
0,47,4,1,1,1,0
0,48,0,0,1,0,0
0,6,0,2,1,2,0
3,49,0,0,2,0,0
3,50,0,2,0,0,0
0,6,0,2,1,0,0
3,50,0,0,3,1,0
3,25,0,0,0,2,0
3,51,0,2,0,2,0
3,50,0,0,2,2,0
3,25,0,2,0,0,0
0,5,0,2,0,0,0
0,1,0,1,2,1,0
0,8,0,2,2,0,0
0,6,0,2,1,1,0
0,52,0,4,1,2,0
4,25,0,2,0,0,0
3,49,0,2,0,1,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
4,10,0,2,1,1,0
0,4,0,2,0,0,0
1,4,0,2,0,1,0
0,6,0,2,1,2,0
0,1,0,2,0,2,0
0,6,0,2,1,2,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
4,8,0,4,2,2,1
4,8,0,2,2,1,1
4,8,0,4,2,0,1
4,8,0,4,2,1,1
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,53,0,2,1,0,0
0,8,0,2,2,2,1
4,8,0,2,0,2,1
0,8,0,1,0,2,1
0,6,0,2,1,2,0
0,8,0,2,2,1,2
4,8,0,2,0,0,2
0,6,0,2,1,0,0
0,8,0,2,2,0,1
4,8,0,2,2,1,1
0,5,3,1,1,2,0
0,6,0,2,1,2,0
0,6,0,2,1,0,0
0,6,0,2,1,1,0
0,10,0,4,0,0,0
0,6,0,2,1,2,0
3,7,2,2,0,0,0
0,6,0,2,1,0,0
4,21,0,0,0,0,0
4,8,0,4,1,2,1
0,15,0,0,1,0,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
4,32,0,2,1,1,0
0,12,0,4,0,1,0
1,5,0,2,0,2,0
4,20,0,2,2,0,1
0,6,0,2,1,1,0
1,1,1,0,1,1,0
0,54,0,4,2,2,0
1,12,0,2,2,0,0
0,1,0,4,0,1,0
0,6,0,2,1,0,0
0,55,1,4,1,2,0
0,1,0,2,0,2,0
0,6,0,2,1,0,0
0,7,0,2,0,1,0
4,10,0,1,1,2,0
4,10,4,1,1,2,0
0,1,0,1,0,1,0
0,56,0,0,1,1,0
0,57,1,0,1,1,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,5,0,1,1,0,0
0,10,0,2,1,1,0
0,6,0,2,1,0,0
0,9,1,1,1,1,0
3,51,0,2,1,1,0
0,5,0,1,0,0,0
0,58,0,1,0,0,0
0,25,0,1,1,0,0
0,0,0,2,0,2,0
0,6,0,2,1,1,0
0,4,0,2,1,1,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
3,2,0,2,0,1,0
0,6,0,2,1,2,0
0,12,0,2,0,0,0
0,5,0,0,0,1,0
0,8,0,4,2,1,0
0,1,0,2,0,2,0
0,8,0,1,1,2,1
0,6,0,2,1,1,0
4,8,0,2,2,2,1
0,10,0,2,1,1,0
0,10,0,2,1,1,0
0,10,0,2,2,0,0
0,6,0,2,1,0,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,1,0,2,2,1,0
0,28,0,2,2,2,1
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
4,8,0,0,1,2,2
0,6,0,2,1,0,0
0,1,0,1,0,2,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,6,0,2,1,2,0
0,6,0,2,1,2,0
0,1,0,2,0,0,0
0,4,2,0,1,2,0
6,4,2,0,1,0,0
0,27,1,1,1,0,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,59,0,4,1,1,0
4,12,0,2,2,0,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,2,0,2,1,1,0
0,5,0,1,0,0,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
0,11,0,0,0,1,0
0,21,0,0,0,1,0
0,6,0,2,1,2,0
0,6,0,2,1,2,0
0,24,0,2,2,0,1
0,6,0,2,1,2,0
4,8,0,2,2,0,1
4,8,0,2,0,1,1
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,0,0,2,2,0,0
0,30,0,2,1,0,1
0,1,0,2,2,2,0
0,8,0,0,1,2,0
0,60,0,2,2,1,0
3,4,0,2,2,1,0
0,60,0,1,0,2,0
0,6,0,2,1,0,0
0,6,0,2,1,1,0
0,61,0,2,3,1,0
0,6,0,2,1,2,0
5,62,0,2,2,0,0
0,7,0,4,2,1,0
0,63,0,2,2,0,0
0,6,0,2,1,0,0
0,1,3,1,1,1,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,64,0,4,1,0,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,8,0,2,2,2,0
0,8,0,2,2,0,0
0,8,0,2,2,1,0
4,8,3,2,0,1,0
0,6,0,2,1,1,0
1,5,2,2,1,2,0
0,31,0,2,0,1,0
0,8,4,2,1,0,1
0,6,0,2,1,2,0
0,6,0,2,1,2,0
0,12,0,2,2,1,0
0,12,0,2,0,1,1
4,7,3,2,2,2,1
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,8,0,2,1,1,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
5,0,0,2,0,0,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,10,0,0,1,2,0
0,21,0,4,2,2,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,6,0,2,1,2,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
1,65,1,0,1,0,0
0,6,0,2,1,0,0
0,5,0,4,0,0,0
0,66,0,0,1,2,1
4,66,0,0,1,1,1
4,1,0,0,1,1,1
9,1,0,1,2,0,0
3,7,0,1,0,0,0
3,7,0,2,0,0,0
3,49,0,2,0,0,0
3,10,0,2,0,2,0
4,9,0,1,0,2,0
4,7,0,2,0,2,0
0,6,0,2,1,1,0
0,5,0,0,0,2,0
3,2,0,0,0,0,0
0,5,0,0,1,1,0
5,67,0,0,0,2,0
0,1,0,0,0,2,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,1,0,2,0,0,0
0,8,0,2,0,1,1
0,6,0,2,1,0,0
0,6,0,2,1,1,0
0,8,0,2,2,1,0
4,8,0,4,2,0,1
10,53,0,2,2,2,0
4,8,0,4,2,0,1
0,6,0,2,1,1,0
0,6,0,2,1,2,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
8,68,0,0,0,1,0
0,6,0,2,1,0,0
0,4,0,1,0,2,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
0,6,0,2,1,2,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,6,0,2,1,2,0
4,8,0,2,2,1,1
4,8,0,2,2,0,1
0,7,0,2,0,2,0
3,21,0,4,1,0,0
0,6,0,2,1,0,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,25,4,0,1,2,0
0,6,0,2,1,2,0
0,6,0,2,1,0,0
0,11,0,2,0,0,0
0,11,0,2,0,1,0
0,8,0,2,0,1,1
0,69,1,1,0,2,0
0,8,0,2,0,0,1
0,8,0,2,0,1,1
0,8,0,2,0,2,1
0,8,0,2,0,0,1
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,1,0,2,0,1,0
0,6,0,2,1,2,0
10,25,0,2,3,1,0
1,0,1,1,1,1,0
6,17,0,4,1,2,0
0,6,0,2,1,0,0
0,4,0,2,0,2,0
4,8,0,2,2,2,1
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,28,0,2,1,0,1
0,1,0,1,0,2,0
0,53,0,2,2,0,1
0,0,0,1,1,1,0
0,4,0,0,0,2,0
0,1,1,0,1,0,0
0,6,0,2,1,1,0
0,36,0,4,2,0,0
0,10,0,2,0,1,0
0,8,0,2,2,2,0
0,5,0,2,0,1,0
0,8,0,0,1,1,0
0,8,0,0,1,0,0
0,8,1,2,2,0,0
0,6,0,2,1,1,0
0,6,0,2,1,2,0
2,70,2,1,1,1,0
4,66,0,4,1,0,0
4,17,0,4,1,2,0
0,7,0,2,0,2,0
8,4,0,2,2,1,0
0,9,0,0,1,1,0
0,6,0,2,1,0,0
8,13,0,1,2,0,0
3,13,0,2,0,2,0
1,1,0,1,0,1,0
4,11,0,2,0,2,0
0,12,1,2,1,2,0
0,9,0,1,0,1,0
0,6,0,2,1,0,0
0,8,0,2,2,1,0
4,10,0,2,0,1,0
0,1,0,2,0,2,0
0,4,0,2,0,2,0
0,28,0,2,0,1,0
0,13,0,2,0,1,0
0,8,0,1,0,0,0
1,4,0,2,0,0,0
3,7,2,2,0,0,0
3,7,2,2,0,2,0
3,7,0,2,0,2,0
0,1,0,1,1,0,0
0,25,0,1,1,1,0
4,1,0,1,0,0,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
0,0,4,2,1,1,0
0,6,0,2,1,0,0
4,13,0,2,0,1,0
0,3,0,4,1,1,0
0,6,0,2,1,0,0
6,1,0,4,0,1,0
0,6,0,2,1,2,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,6,0,2,1,1,0
0,4,0,2,3,2,0
0,6,0,2,1,2,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
5,5,0,4,0,0,0
0,6,0,2,1,0,0
0,0,4,1,1,2,0
0,0,4,1,1,0,0
8,4,0,1,0,2,0
8,13,0,1,0,2,0
8,4,0,0,2,0,0
0,6,0,2,1,2,0
0,6,0,2,1,2,0
0,5,0,2,2,2,0
3,7,0,2,0,0,0
0,6,0,2,1,0,0
0,5,2,1,1,1,0
0,10,1,0,1,2,0
0,6,0,2,1,1,0
0,6,0,2,1,2,0
0,8,0,4,2,0,0
4,1,0,0,1,1,1
4,66,0,0,1,0,1
0,66,0,0,1,2,1
1,1,0,4,1,0,0
0,6,0,2,1,1,0
0,13,0,2,2,2,0
0,4,0,2,2,0,0
0,5,0,1,1,2,0
1,12,0,2,2,1,0
0,10,0,0,0,0,0
0,53,0,2,2,0,0
0,6,0,2,1,2,0
4,8,0,2,0,0,1
0,6,0,2,1,2,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,21,0,0,0,1,0
0,12,0,2,1,2,0
0,1,0,1,0,0,0
4,7,0,2,0,0,0
8,8,0,0,1,1,0
8,4,0,4,0,2,0
8,4,0,1,1,2,0
8,4,0,1,0,2,0
8,4,0,1,0,2,0
8,13,0,1,1,1,0
0,6,0,2,1,0,0
0,5,3,2,1,2,0
0,6,0,2,1,0,0
4,8,0,2,0,2,2
0,8,0,0,1,1,0
0,4,1,4,1,1,0
0,1,3,1,1,2,0
4,8,0,2,2,1,0
0,12,0,2,2,0,0
2,5,0,1,0,2,0
11,71,1,2,0,0,0
4,9,3,1,1,1,0
1,4,0,2,0,0,0
0,6,0,2,1,1,0
0,6,0,2,1,2,0
1,5,0,2,2,1,0
1,5,0,2,2,0,0
0,12,0,2,0,1,0
0,12,0,2,0,2,0
0,12,0,1,1,2,0
0,12,0,1,1,0,0
0,6,0,2,1,1,0
3,9,0,1,1,2,0
0,6,0,2,1,1,0
0,4,1,1,1,1,0
0,6,0,2,1,1,0
0,0,3,1,1,1,0
3,7,2,2,0,0,0
3,7,0,2,0,0,0
0,5,2,1,1,2,0
3,21,0,1,2,0,0
0,72,0,2,0,0,0
0,73,0,2,0,0,0
0,6,0,2,1,2,0
3,9,0,0,1,2,0
0,74,0,2,1,1,1
9,75,0,0,0,2,0
0,1,0,1,0,1,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,6,0,2,1,1,0
8,13,0,1,0,0,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,2,0,4,1,1,0
4,8,0,2,0,1,2
0,6,0,2,1,0,0
0,1,0,0,1,2,0
0,6,0,2,1,1,0
3,7,0,2,0,0,0
10,33,0,2,0,0,0
0,3,0,0,1,1,0
0,6,0,2,1,2,0
0,8,0,2,2,0,2
0,6,0,2,1,2,0
0,6,0,2,1,1,0
0,8,0,2,2,1,1
0,8,0,2,0,1,2
1,10,0,2,2,2,0
0,10,0,2,0,1,0
7,1,1,0,1,2,0
0,0,0,2,0,1,0
0,6,0,2,1,2,0
0,4,0,2,2,2,0
0,1,0,2,2,1,0
0,10,0,2,0,0,0
0,0,0,2,0,0,0
4,8,0,2,1,0,2
0,6,0,2,1,0,0
0,76,0,4,2,0,0
4,8,0,2,0,1,2
4,8,0,2,0,1,2
4,8,0,2,0,2,2
4,8,0,2,0,2,2
4,8,0,2,0,2,2
0,6,0,2,1,2,0
0,6,0,2,1,0,0
0,13,0,4,0,1,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,14,1,2,1,2,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,14,1,2,3,0,0
0,6,0,2,1,1,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
0,6,0,2,1,2,0
0,5,0,0,0,0,0
0,6,0,2,1,0,0
4,77,0,1,0,1,1
0,6,0,2,1,1,0
4,0,0,2,2,2,0
3,49,0,2,0,0,0
0,6,0,2,1,0,0
0,4,0,2,2,0,0
0,13,0,2,2,1,0
3,49,0,1,0,1,0
0,11,0,4,0,1,0
3,49,0,2,2,0,0
5,4,0,0,1,0,0
5,4,0,2,1,2,0
5,4,0,2,0,2,0
5,7,0,0,1,0,0
5,4,0,0,1,1,0
4,17,0,4,1,1,0
5,33,0,2,0,0,0
0,6,0,2,1,0,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
0,4,3,0,1,0,0
0,12,0,2,1,0,0
0,10,0,0,1,1,0
0,41,0,4,0,0,0
0,6,0,2,1,1,0
4,8,0,2,2,1,2
4,8,0,2,0,2,2
4,8,0,2,0,0,2
0,6,0,2,1,0,0
4,8,0,2,0,1,2
0,6,0,2,1,1,0
0,1,0,1,2,2,0
0,3,0,4,1,1,0
0,6,0,2,1,2,0
2,10,0,2,0,0,0
0,78,0,4,1,0,0
0,0,0,2,3,2,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,78,0,4,1,1,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,5,1,0,1,0,0
0,6,0,2,1,0,0
0,53,0,2,1,2,0
4,5,0,1,1,1,0
0,6,0,2,1,1,0
0,10,0,2,2,1,0
0,3,0,4,1,2,0
0,9,3,1,1,1,0
0,6,0,2,1,2,0
0,10,0,4,0,0,1
0,9,0,0,1,2,0
0,2,0,0,1,1,0
0,2,0,2,2,2,0
0,5,0,2,2,2,0
3,11,0,1,0,0,0
0,11,0,1,0,2,0
0,79,0,4,2,0,0
4,10,0,2,0,0,0
0,8,0,2,2,1,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,8,0,2,1,2,1
0,9,0,1,1,2,0
1,4,0,4,1,1,0
0,8,0,2,0,0,1
0,8,0,1,0,2,0
0,0,0,1,1,1,0
0,8,0,2,0,2,0
0,8,0,2,0,0,1
0,6,0,2,1,1,0
4,8,0,2,0,2,1
0,10,0,2,1,1,0
5,13,0,2,0,2,0
1,0,0,2,3,0,0
0,0,4,0,1,0,1
0,1,0,1,1,0,0
0,5,0,2,2,2,0
0,6,0,2,1,1,0
0,80,0,0,0,0,0
0,4,0,2,3,1,0
0,10,0,2,0,1,0
3,7,0,2,0,2,0
0,3,0,4,1,2,0
4,8,0,4,2,1,1
0,2,0,4,0,1,0
0,1,0,1,1,0,0
3,71,0,1,1,1,0
3,71,0,1,0,2,0
4,17,0,4,1,2,0
0,6,0,2,1,0,0
0,12,2,2,1,2,1
0,6,0,2,1,2,0
0,57,1,4,1,0,0
0,57,0,0,1,1,0
0,13,0,0,3,1,0
3,9,0,0,1,0,0
3,7,0,0,0,0,0
3,0,0,2,0,0,0
3,7,0,4,0,0,0
3,2,2,1,0,2,0
0,6,0,2,1,0,0
3,7,0,2,0,2,0
3,9,0,2,0,1,0
0,1,3,0,1,1,0
0,1,3,0,1,0,0
3,1,3,0,1,2,0
5,1,3,0,1,2,0
4,31,3,1,1,2,0
4,49,0,1,0,1,0
3,13,0,2,0,0,0
3,9,0,2,2,1,0
3,11,0,2,0,0,0
3,7,0,2,0,0,0
3,7,0,2,0,2,0
3,81,0,2,0,1,0
3,10,0,1,0,0,0
3,82,0,1,1,0,0
3,49,0,1,0,0,0
3,0,0,2,0,0,0
3,5,0,2,0,1,0
3,12,0,2,0,0,0
3,49,0,1,0,0,0
